iter	Logloss
179	0.2807718996
180	0.2795355027
181	0.278493922
182	0.2768168564
183	0.2753313644
184	0.2739424559
185	0.2727731508
186	0.2717567463
187	0.270706983
188	0.2694190197
189	0.2686165571
190	0.267619729
191	0.2666282622
192	0.2657328468
193	0.2648063553
194	0.263794511
195	0.26261111
196	0.2615726632
197	0.2606534383
198	0.2598224627
199	0.2584084921
200	0.2572108444
201	0.2559520581
202	0.2549831784
203	0.2537798453
204	0.2527019591
205	0.2516859205
206	0.25055901
207	0.2496135684
208	0.2488431355
209	0.2479183015
210	0.2470516772
211	0.246157665
212	0.2454767876
213	0.24458343
214	0.243828396
215	0.2427150471
216	0.2418106052
217	0.2408159448
218	0.2397793835
219	0.2387592008
220	0.237809611
221	0.2369446535
222	0.2360513493
223	0.2352665224
224	0.2345429418
225	0.2337629094
226	0.2330573975
227	0.2322128216
228	0.2313669303
229	0.2304147409
230	0.2292503077
231	0.2285316283
232	0.2279262271
233	0.2270882517
234	0.22637096
235	0.2258607013
236	0.2251090282
237	0.2243167078
238	0.2234709472
239	0.2228021946
240	0.2220520534
241	0.2211371535
242	0.2201772071
243	0.2194020905
244	0.218488826
245	0.2176929911
246	0.2169093165
247	0.216058821
248	0.215389922
249	0.2145549916
250	0.2139884892
251	0.2132218229
252	0.2122712386
253	0.2113467507
254	0.2103379024
255	0.2094417099
256	0.2087638284
257	0.2080166162
258	0.2075683757
259	0.2066848194
260	0.2059463043
261	0.2053062696
262	0.20455383
263	0.2037402224
264	0.2032477249
265	0.2025655278
266	0.2018042426
267	0.2010367345
268	0.2003890475
269	0.1997391059
270	0.1989940123
271	0.1983877933
272	0.1976629966
273	0.1971428708
274	0.1966992868
275	0.1959143312
276	0.1949867523
277	0.1943080906
278	0.1936549952
279	0.1930583475
280	0.1923560301
281	0.1918091565
282	0.1911321272
283	0.190599292
284	0.1899768982
285	0.1895726971
286	0.1891996411
287	0.18863841
288	0.1880006215
289	0.1874075908
290	0.1867859573
291	0.1860803972
292	0.1854620649
293	0.1847860688
294	0.1842144351
295	0.1838014
296	0.1831705131
297	0.1824591536
298	0.1819638683
299	0.1814758819
300	0.180928795
301	0.1803969919
302	0.1798558214
303	0.1793316331
304	0.1787722613
305	0.1781330506
306	0.1776973386
307	0.1774091428
308	0.1771954298
309	0.1766588374
310	0.1761754563
311	0.1757542752
312	0.1751265087
313	0.1745098683
314	0.1738452556
315	0.1732770058
316	0.1727946118
317	0.1723804056
318	0.1718367631
319	0.1712982738
320	0.1708112119
321	0.1702740611
322	0.1697557621
323	0.1692150622
324	0.1684562972
325	0.1677492836
326	0.1672588691
327	0.1666948753
328	0.1661728056
329	0.1656866471
330	0.1652186084
331	0.1647292104
332	0.1641019959
333	0.1637495212
334	0.1629662681
335	0.162420024
336	0.1620297286
337	0.1615405836
338	0.1611618389
339	0.1604175358
340	0.1599928496
341	0.1594516123
342	0.1589432516
343	0.1585370616
344	0.1580276845
345	0.157648737
346	0.157341359
347	0.1568870858
348	0.1563331307
349	0.1559374751
350	0.1555375467
351	0.1549098011
352	0.1545962702
353	0.1542001691
354	0.1537184192
355	0.153235264
356	0.152831293
357	0.1523799687
358	0.152078068
359	0.1516859845
360	0.1513639103
361	0.1508955642
362	0.150512597
363	0.1500301298
364	0.1495741459
365	0.1491189338
366	0.1486483896
367	0.1481706761
368	0.1476562776
369	0.1471791079
370	0.1468563143
371	0.1462729772
372	0.1456080278
373	0.1451424653
374	0.1447942863
375	0.1442908174
376	0.1438793299
377	0.1434797906
378	0.1431116577
379	0.1426642422
380	0.1423420592
381	0.1419962749
382	0.1415546944
383	0.1411985556
384	0.1407591502
385	0.1405160134
386	0.1403317472
387	0.1398627256
388	0.1394107572
389	0.1389670372
390	0.1385881775
391	0.1381994319
392	0.1379343669
393	0.1375656483
394	0.1370865232
395	0.1368037546
396	0.1365312672
397	0.1362623165
398	0.1360257216
399	0.1356520172
400	0.13528841
401	0.1348958308
402	0.134511362
403	0.1339138161
404	0.1335489854
405	0.133264665
406	0.1328909
407	0.1325930211
408	0.1322624976
409	0.1319490065
410	0.1316111046
411	0.1311748425
412	0.1308005358
413	0.1304418685
414	0.1300729555
415	0.1297178603
416	0.1294910489
417	0.1289892092
418	0.1285505462
419	0.1280458873
420	0.1277558323
421	0.1273064132
422	0.126997908
423	0.126633389
424	0.1262383733
425	0.1260220293
426	0.1257233912
427	0.125386625
428	0.1250837184
429	0.1247807783
430	0.1244827467
431	0.1241772342
432	0.123692111
433	0.1233927555
434	0.1230277471
435	0.1226829102
436	0.122500635
437	0.1221016394
438	0.1218271527
439	0.1215270277
440	0.1213435876
441	0.1209486911
442	0.1207946204
443	0.1204967143
444	0.1200722728
445	0.1197977631
446	0.1194730349
447	0.1191113413
448	0.1188025705
449	0.1184327791
450	0.1180875469
451	0.1178127966
452	0.117703808
453	0.1174238983
454	0.1170567881
455	0.1167511124
456	0.1164970105
457	0.11617113
458	0.1158688006
459	0.1156013681
460	0.1152106649
461	0.1149934447
462	0.114676944
463	0.1142613156
464	0.1139613306
465	0.1136737246
466	0.1134330829
467	0.113045546
468	0.1126597471
469	0.1123089393
470	0.111907547
471	0.1117234397
472	0.1113052598
473	0.1109795027
474	0.1106476742
475	0.1103185353
476	0.1100795415
477	0.109725766
478	0.1095876652
479	0.1092977691
480	0.1090201181
481	0.1087343044
482	0.1085910588
483	0.1083166202
484	0.1080847393
485	0.1077625793
486	0.1074951406
487	0.1071711109
488	0.1068398492
489	0.1065868788
490	0.1063464964
491	0.1061420211
492	0.1059502008
493	0.1057777447
494	0.1055305046
495	0.1052778646
496	0.1050276945
497	0.1046712001
498	0.1044695001
499	0.1040671792
500	0.1036914462
501	0.1034087152
502	0.1032176373
503	0.1029351929
504	0.1026314727
505	0.1023623044
506	0.1021239548
507	0.1018744352
508	0.1015443405
509	0.1012978073
510	0.1010094107
511	0.1006100366
512	0.1003912499
513	0.1002822215
514	0.1000910161
515	0.09986473385
516	0.09970069559
517	0.09950157216
518	0.09938590987
519	0.09914108745
520	0.09898341957
521	0.09853873964
522	0.09830137512
523	0.09809306212
524	0.0978807671
525	0.09764870635
526	0.09736454696
527	0.09712930311
528	0.09682355011
529	0.09667761284
530	0.09650114963
531	0.09619816981
532	0.09601026878
533	0.09590772788
534	0.095737428
535	0.09548874278
536	0.09521569704
537	0.09504714974
538	0.09487177615
539	0.0946699339
540	0.0944876148
541	0.09434654002
542	0.09420718645
543	0.09395098686
544	0.09384311291
545	0.09366839183
546	0.09348396669
547	0.09336310939
548	0.09312664626
549	0.09293603061
550	0.09275800094
551	0.09256571427
552	0.09232449532
553	0.09206792764
554	0.09196796961
555	0.09173963363
556	0.09149242911
557	0.09129517329
558	0.09109167885
559	0.09090691491
560	0.0906673879
561	0.0905224524
562	0.09035443214
563	0.09015190601
564	0.08995301473
565	0.08979023339
566	0.08960070317
567	0.08942204191
568	0.08915708567
569	0.08893508451
570	0.08877973598
571	0.08859764902
572	0.08832970837
573	0.08816691867
574	0.08796010938
575	0.08779527848
576	0.08753903707
577	0.08734925797
578	0.08712149503
579	0.08701720991
580	0.08683898365
581	0.08660520587
582	0.08641488092
583	0.08629008971
584	0.08613162919
585	0.0859481891
586	0.08585238248
587	0.08572011245
588	0.08554315149
589	0.08538328137
590	0.08522802696
591	0.08508725752
592	0.08490184525
593	0.0845862627
594	0.08438284564
595	0.08421851041
596	0.08411902921
597	0.08395858606
598	0.08385490953
599	0.08373657862
600	0.08351899239
601	0.08343438935
602	0.08324645277
603	0.08313289442
604	0.08304217824
605	0.08287534797
606	0.08266673799
607	0.08248173981
608	0.08226311416
609	0.08213884998
610	0.08185874998
611	0.08171163944
612	0.08145272314
613	0.08127924016
614	0.0811340767
615	0.08099850437
616	0.08088308259
617	0.08073723944
618	0.08057007664
619	0.08030253753
620	0.08017830681
621	0.080036316
622	0.07988884365
623	0.07972284576
624	0.07962681536
625	0.07945083735
626	0.07938148683
627	0.07923136259
628	0.07911416522
629	0.07894945563
630	0.07882598618
631	0.07872057798
632	0.07845694559
633	0.07831922121
634	0.07812520496
635	0.07799504096
636	0.07783629392
637	0.07772504447
638	0.07752611972
639	0.07735404634
640	0.07716610557
641	0.07697268745
642	0.07683363505
643	0.07668055359
644	0.07651000692
645	0.07641625195
646	0.07625246466
647	0.07603638423
648	0.07593660606
649	0.07578421266
650	0.0756986915
651	0.07555125889
652	0.07544225141
653	0.07523598378
654	0.0751483043
655	0.07505024316
656	0.0748718245
657	0.07477224919
658	0.0746451679
659	0.07445912612
660	0.07436838903
661	0.07429024211
662	0.07407768358
663	0.0739766694
664	0.07386350841
665	0.07376458979
666	0.07364433899
667	0.07345656345
668	0.07335527738
669	0.07322889671
670	0.07309337039
671	0.07295846312
672	0.07280689792
673	0.07268008642
674	0.0725376836
675	0.07239993622
676	0.07232571276
677	0.07220484499
678	0.07204979972
679	0.07193110282
680	0.0717980527
681	0.07163625224
682	0.07149566893
683	0.07133557085
684	0.07118799603
685	0.07104990566
686	0.07092171803
687	0.07082402915
688	0.07066658505
689	0.07056931236
690	0.07040643483
691	0.0702833732
692	0.07013882043
693	0.06997210519
694	0.06984890553
695	0.06972388845
696	0.06957267878
697	0.06941109791
698	0.0692810594
699	0.06912256124
700	0.06901362486
701	0.06886551255
702	0.06877615368
703	0.06863428417
704	0.06853078332
705	0.06835929762
706	0.06825525928
707	0.06807413645
708	0.0679340258
709	0.06778574408
710	0.06768464624
711	0.06759502804
712	0.06751367084
713	0.06740007902
714	0.06728611704
715	0.06708975842
716	0.06698664239
717	0.06683321794
718	0.06669095734
719	0.06658664921
720	0.06650255228
721	0.06638030839
722	0.06626027091
723	0.06614306726
724	0.06599342823
725	0.06586776073
726	0.06575926354
727	0.06566324987
728	0.06553505596
729	0.06547660995
730	0.06539155726
731	0.06531597229
732	0.06519129402
733	0.06507857431
734	0.06498946432
735	0.06491497107
736	0.06481631806
737	0.06467141394
738	0.06448756394
739	0.06439677665
740	0.06423928654
741	0.06413629181
742	0.06403370907
743	0.06388932362
744	0.06375996272
745	0.06360732254
746	0.06349212036
747	0.0633579639
748	0.06323053962
749	0.06315052509
750	0.06303233222
751	0.06293665526
752	0.06282810998
753	0.06265436348
754	0.06256711692
755	0.06244249302
756	0.06235760764
757	0.06222108372
758	0.06216215878
759	0.06206246217
760	0.06193894043
761	0.06178157999
762	0.06164779579
763	0.06151020736
764	0.06136653298
765	0.06119846252
766	0.06108566125
767	0.06097808637
768	0.06085227665
769	0.06073208441
770	0.06062436731
771	0.06047285649
772	0.0603724509
773	0.06024206521
774	0.060158305
775	0.06010178516
776	0.06005148511
777	0.05995132839
778	0.05983230733
779	0.05973101708
780	0.05962470122
781	0.0595403115
782	0.05941464817
783	0.05930346983
784	0.05922526017
785	0.05910820292
786	0.05900622251
787	0.05890688562
788	0.05885532864
789	0.05877686593
790	0.05871090763
791	0.05864075401
792	0.05853447998
793	0.05845206662
794	0.05834410902
795	0.05821218198
796	0.05809822417
797	0.05805031459
798	0.05799433014
799	0.05790688699
800	0.05780781361
801	0.05772026589
802	0.05763926841
803	0.05751596208
804	0.05742312732
805	0.05732390546
806	0.05723758748
807	0.05708139403
808	0.05702214701
809	0.05688828753
810	0.05677024942
811	0.05666882113
812	0.05655259208
813	0.05647622912
814	0.05637773924
815	0.05625102395
816	0.05614642511
817	0.05604552595
818	0.05593914526
819	0.05584417728
820	0.05574019959
821	0.05566472338
822	0.05557015068
823	0.05548190652
824	0.05535686644
825	0.05524440816
826	0.05517742717
827	0.05507172827
828	0.05501832669
829	0.05493121189
830	0.05482453003
831	0.05474826118
832	0.05466329633
833	0.05458419156
834	0.05448087684
835	0.05438484644
836	0.05433006036
837	0.05422680838
838	0.05413902852
839	0.05400899
840	0.05391508445
841	0.05380767898
842	0.05367445318
843	0.05359028097
844	0.0534954803
845	0.05342998839
846	0.05330586433
847	0.05318079706
848	0.05309618356
849	0.05302895579
850	0.05295374728
851	0.05289931255
852	0.05284254802
853	0.05275679053
854	0.0526897238
855	0.05259580779
856	0.05252739421
857	0.05244033378
858	0.05238857186
859	0.05223941176
860	0.05214618591
861	0.0520673091
862	0.05196458206
863	0.05185777472
864	0.05178868352
865	0.05170278591
866	0.05160296591
867	0.05149703277
868	0.05145476575
869	0.0513574617
870	0.05130438846
871	0.05122453079
872	0.05113440647
873	0.05107498587
874	0.05098388279
875	0.05090150917
876	0.05086712252
877	0.05079439858
878	0.05065227182
879	0.05055806511
880	0.05047669745
881	0.05036919786
882	0.05025081467
883	0.05018534995
884	0.05011618556
885	0.05003832725
886	0.04995433908
887	0.04989139657
888	0.04982564951
889	0.04972377785
890	0.04961508617
891	0.04953480394
892	0.04946357326
893	0.04939226937
894	0.04931071557
895	0.04923083489
896	0.04911207944
897	0.04901610968
898	0.04895590063
899	0.04888298846
900	0.0488137425
901	0.04875865526
902	0.04868595851
903	0.04860152696
904	0.0484921744
905	0.04834935331
906	0.04829460905
907	0.04820712407
908	0.04814179738
909	0.04806587152
910	0.0480051187
911	0.04793701046
912	0.04786793391
913	0.04779289898
914	0.04773722824
915	0.04765535028
916	0.04758126694
917	0.04749456832
918	0.04741519167
919	0.04732209967
920	0.04724370388
921	0.04711980987
922	0.04704325868
923	0.04695143616
924	0.04687379954
925	0.04680106305
926	0.04673676951
927	0.04660810713
928	0.04654664951
929	0.04649069853
930	0.04639847446
931	0.04634874745
932	0.04628986852
933	0.04622695739
934	0.04617445511
935	0.0461165905
936	0.04605342422
937	0.04598534944
938	0.04590935247
939	0.0458460126
940	0.04571957756
941	0.04560583725
942	0.0455231081
943	0.04547627349
944	0.04540558656
945	0.04534274444
946	0.04526627273
947	0.04522047127
948	0.04513372036
949	0.04507454655
950	0.04498978874
951	0.04494644048
952	0.0448818144
953	0.04483248895
954	0.04475558222
955	0.0446962641
956	0.04462928312
957	0.04454265143
958	0.04447934084
959	0.04441072439
960	0.04437569777
961	0.04433563718
962	0.04427564562
963	0.04419425078
964	0.04413053864
965	0.04405847558
966	0.04399417785
967	0.04391941271
968	0.04385234389
969	0.04377857007
970	0.04369855136
971	0.04364130371
972	0.04358541547
973	0.04350952307
974	0.04340005758
975	0.04333116297
976	0.04326688407
977	0.04317454288
978	0.04311463917
979	0.04304105985
980	0.04298037395
981	0.04291941827
982	0.04286556913
983	0.04280546674
984	0.04273076016
985	0.04264497339
986	0.04257208632
987	0.04254596903
988	0.04246012161
989	0.04239264078
990	0.04232339483
991	0.04223628839
992	0.04217133815
993	0.042120578
994	0.04205491668
995	0.04198068694
996	0.04190024158
997	0.04183200995
998	0.04177069455
999	0.04171901837
